game,skill_description,task,timestamp
zork1,"
                          WELCOME TO ZORK

    ZORK is a game of adventure, danger, and low cunning.  In it you will explore some of the most amazing territory ever seen by mortal man.  Hardened adventurers have run screaming from the terrors contained within!

    In ZORK the intrepid explorer delves into the forgotten secrets of a lost labyrinth deep in the bowels of the earth, searching for vast treasures long hidden from prying eyes, treasures guarded by fearsome monsters and diabolical traps!

    No PDP-10 should be without one!

    ZORK was created at the MIT Laboratory for Computer Science, by Tim Anderson, Marc Blank, Bruce Daniels, and Dave Lebling.  It was inspired by the ADVENTURE game of Crowther and Woods, and the long tradition of fantasy and science fiction adventure.  ZORK was originally written in MDL (alias MUDDLE).  The current version was translated from MDL into Inform by Ethan Dicks <erd@infinet.com>.

    On-line information may be available using the HELP and INFO commands (most systems).

    Direct inquiries, comments, etc. by Net mail to erd@infinet.com.

    (c) Copyright 1978,1979 Massachusetts Institute of Technology. 
                     All rights reserved.

>                                                                                                                                Rocky LedgeScore: 5Moves: 206",Read small leaflet,979.9627451896667
zork1,"
                          WELCOME TO ZORK

    ZORK is a game of adventure, danger, and low cunning.  In it you will explore some of the most amazing territory ever seen by mortal man.  Hardened adventurers have run screaming from the terrors contained within!

    In ZORK the intrepid explorer delves into the forgotten secrets of a lost labyrinth deep in the bowels of the earth, searching for vast treasures long hidden from prying eyes, treasures guarded by fearsome monsters and diabolical traps!

    No PDP-10 should be without one!

    ZORK was created at the MIT Laboratory for Computer Science, by Tim Anderson, Marc Blank, Bruce Daniels, and Dave Lebling.  It was inspired by the ADVENTURE game of Crowther and Woods, and the long tradition of fantasy and science fiction adventure.  ZORK was originally written in MDL (alias MUDDLE).  The current version was translated from MDL into Inform by Ethan Dicks <erd@infinet.com>.

    On-line information may be available using the HELP and INFO commands (most systems).

    Direct inquiries, comments, etc. by Net mail to erd@infinet.com.

    (c) Copyright 1978,1979 Massachusetts Institute of Technology. 
                     All rights reserved.

>                                                                                                                                Rocky LedgeScore: 5Moves: 207",Examine small leaflet,985.1086521148682
zork1,"
Rocky Ledge
You are on a ledge about halfway up the wall of the river canyon. You can see from here that the main flow from Aragain Falls twists along a passage which it is impossible to enter.  Below you is the canyon bottom.  Above you is more cliff, which still appears climbable.

>                                                                                                                                Rocky LedgeScore: 5Moves: 208",Look around Rocky Ledge,989.3912687301636
zork1,"
Canyon View
You are at the top of the Great Canyon on its south wall.  From here there is a marvelous view of the Canyon and parts of the Frigid River upstream.  Across the canyon, the walls of the White Cliffs still appear to loom far above.  Following the Canyon upstream (north and northwest), Aragain Falls may be seen, complete with rainbow. Fortunately, my vision is better than average and I can discern the top of the Flood Control Dam #3 far to the distant north.  To the west and south can be seen an immense forest, stretching for miles around.  It is possible to climb down into the canyon from here.

>                                                                                                                                Canyon ViewScore: 5Moves: 209",Climb up to higher ledge,997.0662677288055
zork1,"
Forest
This is a forest, with trees in all directions around you.

>                                                                                                                                ForestScore: 5Moves: 213",Go west,1019.038373708725
zork1,"
Forest

>                                                                                                                                ForestScore: 5Moves: 215",Go south,1027.4604935646057
zork1,"
Forest

>                                                                                                                                ForestScore: 5Moves: 216",Go north,1033.1075789928436
zork1,"
Forest

>                                                                                                                                ForestScore: 5Moves: 218",Go west,1043.1894755363464
zork1,"
Forest

>                                                                                                                                ForestScore: 5Moves: 220",Go south,1050.522391796112
zork1,"
Canyon View

>                                                                                                                                Canyon ViewScore: 5Moves: 221",Go east,1057.674617767334
zork1,"
Forest

>                                                                                                                                ForestScore: 5Moves: 223",Go west,1066.2780854701996
zork1,"
Forest
This is a dimly lit forest, with large trees all around.  To the east, there appears to be sunlight.

>                                                                                                                                ForestScore: 5Moves: 224",Look around the forest,1071.4100632667542
zork1,"
Clearing
There is a small birds nest here.
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 226",Go east,1079.0728363990784
zork1,"
Taken.

>                                                                                                                                ClearingScore: 5Moves: 227",Take birds nest,1083.9970409870148
zork1,"
Forest

>                                                                                                                                ForestScore: 5Moves: 237",Go west,1125.6526234149933
zork1,"
Clearing
There is a jewel-encrusted egg here.
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 238",Go east,1130.6802616119385
zork1,"
Taken.

>                                                                                                                                ClearingScore: 5Moves: 239",Take jewel-encrusted egg,1135.2484788894653
zork1,"
North of House

>                                                                                                                                North of HouseScore: 5Moves: 241",Go west,1143.5956721305847
zork1,"
Clearing
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 243",Go east,1151.2712981700897
zork1,"
Done.

>                                                                                                                                ClearingScore: 5Moves: 244",Move leaves with your hands,1156.2201309204102
zork1,"
North of House

>                                                                                                                                North of HouseScore: 5Moves: 246",Go west,1164.3559522628784
zork1,"
The windows are all barred.

>                                                                                                                                North of HouseScore: 5Moves: 247",Go south,1168.4745318889618
zork1,"
Behind House

>                                                                                                                                Behind HouseScore: 5Moves: 248",Go east,1173.0848920345306
zork1,"
North of House

>                                                                                                                                North of HouseScore: 5Moves: 249",Go north,1177.501270532608
zork1,"
                          WELCOME TO ZORK

    ZORK is a game of adventure, danger, and low cunning.  In it you will explore some of the most amazing territory ever seen by mortal man.  Hardened adventurers have run screaming from the terrors contained within!

    In ZORK the intrepid explorer delves into the forgotten secrets of a lost labyrinth deep in the bowels of the earth, searching for vast treasures long hidden from prying eyes, treasures guarded by fearsome monsters and diabolical traps!

    No PDP-10 should be without one!

    ZORK was created at the MIT Laboratory for Computer Science, by Tim Anderson, Marc Blank, Bruce Daniels, and Dave Lebling.  It was inspired by the ADVENTURE game of Crowther and Woods, and the long tradition of fantasy and science fiction adventure.  ZORK was originally written in MDL (alias MUDDLE).  The current version was translated from MDL into Inform by Ethan Dicks <erd@infinet.com>.

    On-line information may be available using the HELP and INFO commands (most systems).

    Direct inquiries, comments, etc. by Net mail to erd@infinet.com.

    (c) Copyright 1978,1979 Massachusetts Institute of Technology. 
                     All rights reserved.

>                                                                                                                                North of HouseScore: 5Moves: 250",Read leaflet,1181.9870676994324
zork1,"
North of House
You are facing the north side of a white house.  There is no door here, and all the windows are barred.

>                                                                                                                                North of HouseScore: 5Moves: 251",Look at north of house,1186.7304174900055
zork1,"
West of House
There is a small mailbox here.
A rubber mat saying 'Welcome to Zork!' lies by the door.

>                                                                                                                                West of HouseScore: 5Moves: 252",Go west,1190.8820266723633
zork1,"
That's already open.

>                                                                                                                                West of HouseScore: 5Moves: 253",Open mailbox,1195.0699305534363
zork1,"
South of House

>                                                                                                                                South of HouseScore: 5Moves: 254",Go south,1201.6163156032562
zork1,"
The windows are all barred.

>                                                                                                                                South of HouseScore: 5Moves: 255",Go north,1206.8694660663605
zork1,"
Clearing
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 257",Go east,1214.7583978176117
zork1,"
Done.

>                                                                                                                                ClearingScore: 5Moves: 258",Move the pile of leaves,1219.1605064868927
zork1,"
                          WELCOME TO ZORK

    ZORK is a game of adventure, danger, and low cunning.  In it you will explore some of the most amazing territory ever seen by mortal man.  Hardened adventurers have run screaming from the terrors contained within!

    In ZORK the intrepid explorer delves into the forgotten secrets of a lost labyrinth deep in the bowels of the earth, searching for vast treasures long hidden from prying eyes, treasures guarded by fearsome monsters and diabolical traps!

    No PDP-10 should be without one!

    ZORK was created at the MIT Laboratory for Computer Science, by Tim Anderson, Marc Blank, Bruce Daniels, and Dave Lebling.  It was inspired by the ADVENTURE game of Crowther and Woods, and the long tradition of fantasy and science fiction adventure.  ZORK was originally written in MDL (alias MUDDLE).  The current version was translated from MDL into Inform by Ethan Dicks <erd@infinet.com>.

    On-line information may be available using the HELP and INFO commands (most systems).

    Direct inquiries, comments, etc. by Net mail to erd@infinet.com.

    (c) Copyright 1978,1979 Massachusetts Institute of Technology. 
                     All rights reserved.

>                                                                                                                                ClearingScore: 5Moves: 259",Read small leaflet,1223.9222254753113
zork1,"
Forest

>                                                                                                                                ForestScore: 5Moves: 260",Go west,1228.1711838245392
zork1,"
North of House

>                                                                                                                                North of HouseScore: 5Moves: 261",Go west,1232.372144460678
zork1,"
The windows are all barred.

>                                                                                                                                North of HouseScore: 5Moves: 262",Go south,1237.9045450687408
zork1,"
Clearing
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 264",Go east,1245.9175980091095
zork1,"
Done.

>                                                                                                                                ClearingScore: 5Moves: 265",Move the pile of leaves,1250.9229621887207
zork1,"
Clearing
You are in a clearing, with a forest surrounding you on the west and south.
There is a grating securely fastened into the ground.
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 266",Go north,1255.311977148056
zork1,"
Clearing
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 273",Go east,1279.6812481880188
zork1,"
Taken.

>                                                                                                                                ClearingScore: 5Moves: 274",Take pile of leaves,1283.9843695163727
zork1,"
                          WELCOME TO ZORK

    ZORK is a game of adventure, danger, and low cunning.  In it you will explore some of the most amazing territory ever seen by mortal man.  Hardened adventurers have run screaming from the terrors contained within!

    In ZORK the intrepid explorer delves into the forgotten secrets of a lost labyrinth deep in the bowels of the earth, searching for vast treasures long hidden from prying eyes, treasures guarded by fearsome monsters and diabolical traps!

    No PDP-10 should be without one!

    ZORK was created at the MIT Laboratory for Computer Science, by Tim Anderson, Marc Blank, Bruce Daniels, and Dave Lebling.  It was inspired by the ADVENTURE game of Crowther and Woods, and the long tradition of fantasy and science fiction adventure.  ZORK was originally written in MDL (alias MUDDLE).  The current version was translated from MDL into Inform by Ethan Dicks <erd@infinet.com>.

    On-line information may be available using the HELP and INFO commands (most systems).

    Direct inquiries, comments, etc. by Net mail to erd@infinet.com.

    (c) Copyright 1978,1979 Massachusetts Institute of Technology. 
                     All rights reserved.

>                                                                                                                                ClearingScore: 5Moves: 275",Read small leaflet,1288.3725700378418
zork1,"
Forest

>                                                                                                                                ForestScore: 5Moves: 276",Go west,1292.9633712768555
zork1,"
Clearing
You are in a clearing, with a forest surrounding you on the west and south.
There is a grating securely fastened into the ground.

>                                                                                                                                ClearingScore: 5Moves: 277",Go south,1296.9037327766418
zork1,"
Dropped.

>                                                                                                                                ClearingScore: 5Moves: 278",Drop pile of leaves,1300.6327002048492
zork1,"
Clearing
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 280",Go north,1308.8371183872223
zork1,"
Done.

>                                                                                                                                ClearingScore: 5Moves: 281",Look under pile of leaves,1314.2242517471313
zork1,"
                          WELCOME TO ZORK

    ZORK is a game of adventure, danger, and low cunning.  In it you will explore some of the most amazing territory ever seen by mortal man.  Hardened adventurers have run screaming from the terrors contained within!

    In ZORK the intrepid explorer delves into the forgotten secrets of a lost labyrinth deep in the bowels of the earth, searching for vast treasures long hidden from prying eyes, treasures guarded by fearsome monsters and diabolical traps!

    No PDP-10 should be without one!

    ZORK was created at the MIT Laboratory for Computer Science, by Tim Anderson, Marc Blank, Bruce Daniels, and Dave Lebling.  It was inspired by the ADVENTURE game of Crowther and Woods, and the long tradition of fantasy and science fiction adventure.  ZORK was originally written in MDL (alias MUDDLE).  The current version was translated from MDL into Inform by Ethan Dicks <erd@infinet.com>.

    On-line information may be available using the HELP and INFO commands (most systems).

    Direct inquiries, comments, etc. by Net mail to erd@infinet.com.

    (c) Copyright 1978,1979 Massachusetts Institute of Technology. 
                     All rights reserved.

>                                                                                                                                ClearingScore: 5Moves: 282",Read small leaflet,1319.4551033973694
zork1,"
Clearing
You are in a clearing, with a forest surrounding you on the west and south.
There is a grating securely fastened into the ground.
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 283",Look around the clearing,1324.260739326477
zork1,"
Taken.

>                                                                                                                                ClearingScore: 5Moves: 284",Take pile of leaves,1328.1934268474579
zork1,"
Forest

>                                                                                                                                ForestScore: 5Moves: 285",Go west,1332.5244467258453
zork1,"
Clearing

>                                                                                                                                ClearingScore: 5Moves: 286",Go east,1336.8432109355927
zork1,"
Dropped.

>                                                                                                                                ClearingScore: 5Moves: 287",Drop pile of leaves,1341.1220262050629
zork1,"
                          WELCOME TO ZORK

    ZORK is a game of adventure, danger, and low cunning.  In it you will explore some of the most amazing territory ever seen by mortal man.  Hardened adventurers have run screaming from the terrors contained within!

    In ZORK the intrepid explorer delves into the forgotten secrets of a lost labyrinth deep in the bowels of the earth, searching for vast treasures long hidden from prying eyes, treasures guarded by fearsome monsters and diabolical traps!

    No PDP-10 should be without one!

    ZORK was created at the MIT Laboratory for Computer Science, by Tim Anderson, Marc Blank, Bruce Daniels, and Dave Lebling.  It was inspired by the ADVENTURE game of Crowther and Woods, and the long tradition of fantasy and science fiction adventure.  ZORK was originally written in MDL (alias MUDDLE).  The current version was translated from MDL into Inform by Ethan Dicks <erd@infinet.com>.

    On-line information may be available using the HELP and INFO commands (most systems).

    Direct inquiries, comments, etc. by Net mail to erd@infinet.com.

    (c) Copyright 1978,1979 Massachusetts Institute of Technology. 
                     All rights reserved.

>                                                                                                                                ClearingScore: 5Moves: 288",Read small leaflet,1345.1312754154205
zork1,"
North of House

>                                                                                                                                North of HouseScore: 5Moves: 290",Go west,1355.5591056346893
zork1,"
The windows are all barred.

>                                                                                                                                North of HouseScore: 5Moves: 294",Go south,1372.7724437713623
zork1,"
West of House
There is a small mailbox here.
A rubber mat saying 'Welcome to Zork!' lies by the door.

>                                                                                                                                West of HouseScore: 5Moves: 295",Go west,1377.6787328720093
zork1,"
That's already open.

>                                                                                                                                West of HouseScore: 5Moves: 296",Open mailbox,1381.3140089511871
zork1,"
South of House
You are facing the south side of a white house.  There is no door here, and all the windows are barred.

>                                                                                                                                South of HouseScore: 5Moves: 297",Go south,1386.5937886238098
zork1,"
Clearing
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 299",Go east,1395.2435989379883
zork1,"
Done.

>                                                                                                                                ClearingScore: 5Moves: 300",Move leaves with your hands,1401.642263174057
zork1,"
Clearing
You are in a clearing, with a forest surrounding you on the west and south.
There is a grating securely fastened into the ground.
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 301",Go east,1406.5554003715515
zork1,"
Taken.

>                                                                                                                                ClearingScore: 5Moves: 302",Take pile of leaves,1411.590430021286
zork1,"
North of House

>                                                                                                                                North of HouseScore: 5Moves: 304",Go west,1419.4633071422577
zork1,"
West of House
There is a small mailbox here.
A rubber mat saying 'Welcome to Zork!' lies by the door.

>                                                                                                                                West of HouseScore: 5Moves: 305",Go west,1425.2942621707916
zork1,"
That's already open.

>                                                                                                                                West of HouseScore: 5Moves: 306",Open mailbox,1429.5947515964508
zork1,"
The door is locked, and there is evidently no key.

>                                                                                                                                West of HouseScore: 5Moves: 307",Go east,1434.2354891300201
zork1,"
The door is locked, and there is evidently no key.

>                                                                                                                                West of HouseScore: 5Moves: 309",Go east,1441.3728766441345
zork1,"
North of House

>                                                                                                                                North of HouseScore: 5Moves: 310",Go north,1445.8840403556824
zork1,"
Clearing

>                                                                                                                                ClearingScore: 5Moves: 312",Go east,1455.0931513309479
zork1,"
Dropped.

>                                                                                                                                ClearingScore: 5Moves: 313",Drop pile of leaves,1461.6215298175812
zork1,"
                          WELCOME TO ZORK

    ZORK is a game of adventure, danger, and low cunning.  In it you will explore some of the most amazing territory ever seen by mortal man.  Hardened adventurers have run screaming from the terrors contained within!

    In ZORK the intrepid explorer delves into the forgotten secrets of a lost labyrinth deep in the bowels of the earth, searching for vast treasures long hidden from prying eyes, treasures guarded by fearsome monsters and diabolical traps!

    No PDP-10 should be without one!

    ZORK was created at the MIT Laboratory for Computer Science, by Tim Anderson, Marc Blank, Bruce Daniels, and Dave Lebling.  It was inspired by the ADVENTURE game of Crowther and Woods, and the long tradition of fantasy and science fiction adventure.  ZORK was originally written in MDL (alias MUDDLE).  The current version was translated from MDL into Inform by Ethan Dicks <erd@infinet.com>.

    On-line information may be available using the HELP and INFO commands (most systems).

    Direct inquiries, comments, etc. by Net mail to erd@infinet.com.

    (c) Copyright 1978,1979 Massachusetts Institute of Technology. 
                     All rights reserved.

>                                                                                                                                ClearingScore: 5Moves: 314",Read small leaflet,1466.7653970718384
zork1,"
Forest
You hear in the distance the chirping of a song bird.

>                                                                                                                                ForestScore: 5Moves: 315",Go west,1472.6180856227875
zork1,"
Forest

>                                                                                                                                ForestScore: 5Moves: 319",Go south,1493.4943521022797
zork1,"
Forest

>                                                                                                                                ForestScore: 5Moves: 320",Go west,1499.0689132213593
zork1,"
Clearing
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 321",Go east,1503.2783572673798
zork1,"
Done.

>                                                                                                                                ClearingScore: 5Moves: 322",Move the pile of leaves,1507.6254200935364
zork1,"
                          WELCOME TO ZORK

    ZORK is a game of adventure, danger, and low cunning.  In it you will explore some of the most amazing territory ever seen by mortal man.  Hardened adventurers have run screaming from the terrors contained within!

    In ZORK the intrepid explorer delves into the forgotten secrets of a lost labyrinth deep in the bowels of the earth, searching for vast treasures long hidden from prying eyes, treasures guarded by fearsome monsters and diabolical traps!

    No PDP-10 should be without one!

    ZORK was created at the MIT Laboratory for Computer Science, by Tim Anderson, Marc Blank, Bruce Daniels, and Dave Lebling.  It was inspired by the ADVENTURE game of Crowther and Woods, and the long tradition of fantasy and science fiction adventure.  ZORK was originally written in MDL (alias MUDDLE).  The current version was translated from MDL into Inform by Ethan Dicks <erd@infinet.com>.

    On-line information may be available using the HELP and INFO commands (most systems).

    Direct inquiries, comments, etc. by Net mail to erd@infinet.com.

    (c) Copyright 1978,1979 Massachusetts Institute of Technology. 
                     All rights reserved.

>                                                                                                                                ClearingScore: 5Moves: 323",Read small leaflet,1514.3841290473938
zork1,"
Clearing
You are in a clearing, with a forest surrounding you on the west and south.
There is a grating securely fastened into the ground.
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 325",Go north,1521.7283272743225
zork1,"
Taken.

>                                                                                                                                ClearingScore: 5Moves: 326",Take pile of leaves,1525.555127620697
zork1,"
Forest

>                                                                                                                                ForestScore: 5Moves: 327",Go west,1531.2901241779327
zork1,"
Clearing

>                                                                                                                                ClearingScore: 5Moves: 328",Go east,1535.2732434272766
zork1,"
Dropped.

>                                                                                                                                ClearingScore: 5Moves: 329",Drop pile of leaves,1540.195443868637
zork1,"
                          WELCOME TO ZORK

    ZORK is a game of adventure, danger, and low cunning.  In it you will explore some of the most amazing territory ever seen by mortal man.  Hardened adventurers have run screaming from the terrors contained within!

    In ZORK the intrepid explorer delves into the forgotten secrets of a lost labyrinth deep in the bowels of the earth, searching for vast treasures long hidden from prying eyes, treasures guarded by fearsome monsters and diabolical traps!

    No PDP-10 should be without one!

    ZORK was created at the MIT Laboratory for Computer Science, by Tim Anderson, Marc Blank, Bruce Daniels, and Dave Lebling.  It was inspired by the ADVENTURE game of Crowther and Woods, and the long tradition of fantasy and science fiction adventure.  ZORK was originally written in MDL (alias MUDDLE).  The current version was translated from MDL into Inform by Ethan Dicks <erd@infinet.com>.

    On-line information may be available using the HELP and INFO commands (most systems).

    Direct inquiries, comments, etc. by Net mail to erd@infinet.com.

    (c) Copyright 1978,1979 Massachusetts Institute of Technology. 
                     All rights reserved.

>                                                                                                                                ClearingScore: 5Moves: 330",Read small leaflet,1544.8001546859741
zork1,"
Clearing
You are in a clearing, with a forest surrounding you on the west and south.
There is a grating securely fastened into the ground.
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 331",Go east,1551.5607559680939
zork1,"
Done.

>                                                                                                                                ClearingScore: 5Moves: 333",Examine pile of leaves,1559.9658529758453
zork1,"
Forest

>                                                                                                                                ForestScore: 5Moves: 334",Go west,1564.710483789444
zork1,"
Clearing
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 335",Go south,1571.2169201374054
zork1,"
Taken.

>                                                                                                                                ClearingScore: 5Moves: 336",Take pile of leaves,1575.5170130729675
zork1,"
                          WELCOME TO ZORK

    ZORK is a game of adventure, danger, and low cunning.  In it you will explore some of the most amazing territory ever seen by mortal man.  Hardened adventurers have run screaming from the terrors contained within!

    In ZORK the intrepid explorer delves into the forgotten secrets of a lost labyrinth deep in the bowels of the earth, searching for vast treasures long hidden from prying eyes, treasures guarded by fearsome monsters and diabolical traps!

    No PDP-10 should be without one!

    ZORK was created at the MIT Laboratory for Computer Science, by Tim Anderson, Marc Blank, Bruce Daniels, and Dave Lebling.  It was inspired by the ADVENTURE game of Crowther and Woods, and the long tradition of fantasy and science fiction adventure.  ZORK was originally written in MDL (alias MUDDLE).  The current version was translated from MDL into Inform by Ethan Dicks <erd@infinet.com>.

    On-line information may be available using the HELP and INFO commands (most systems).

    Direct inquiries, comments, etc. by Net mail to erd@infinet.com.

    (c) Copyright 1978,1979 Massachusetts Institute of Technology. 
                     All rights reserved.

>                                                                                                                                ClearingScore: 5Moves: 337",Read small leaflet,1582.4371938705444
zork1,"
Clearing

>                                                                                                                                ClearingScore: 5Moves: 338",Go north,1588.3871896266937
zork1,"
Dropped.

>                                                                                                                                ClearingScore: 5Moves: 339",Drop pile of leaves,1594.2609210014343
zork1,"
Forest

>                                                                                                                                ForestScore: 5Moves: 340",Go west,1599.8034088611603
zork1,"
Clearing
You are in a clearing, with a forest surrounding you on the west and south.
There is a grating securely fastened into the ground.
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 341",Go south,1604.8649940490723
zork1,"
Taken.

>                                                                                                                                ClearingScore: 5Moves: 342",Take pile of leaves,1609.3858864307404
zork1,"
                          WELCOME TO ZORK

    ZORK is a game of adventure, danger, and low cunning.  In it you will explore some of the most amazing territory ever seen by mortal man.  Hardened adventurers have run screaming from the terrors contained within!

    In ZORK the intrepid explorer delves into the forgotten secrets of a lost labyrinth deep in the bowels of the earth, searching for vast treasures long hidden from prying eyes, treasures guarded by fearsome monsters and diabolical traps!

    No PDP-10 should be without one!

    ZORK was created at the MIT Laboratory for Computer Science, by Tim Anderson, Marc Blank, Bruce Daniels, and Dave Lebling.  It was inspired by the ADVENTURE game of Crowther and Woods, and the long tradition of fantasy and science fiction adventure.  ZORK was originally written in MDL (alias MUDDLE).  The current version was translated from MDL into Inform by Ethan Dicks <erd@infinet.com>.

    On-line information may be available using the HELP and INFO commands (most systems).

    Direct inquiries, comments, etc. by Net mail to erd@infinet.com.

    (c) Copyright 1978,1979 Massachusetts Institute of Technology. 
                     All rights reserved.

>                                                                                                                                ClearingScore: 5Moves: 343",Read small leaflet,1615.785953760147
zork1,"
                          WELCOME TO ZORK

    ZORK is a game of adventure, danger, and low cunning.  In it you will explore some of the most amazing territory ever seen by mortal man.  Hardened adventurers have run screaming from the terrors contained within!

    In ZORK the intrepid explorer delves into the forgotten secrets of a lost labyrinth deep in the bowels of the earth, searching for vast treasures long hidden from prying eyes, treasures guarded by fearsome monsters and diabolical traps!

    No PDP-10 should be without one!

    ZORK was created at the MIT Laboratory for Computer Science, by Tim Anderson, Marc Blank, Bruce Daniels, and Dave Lebling.  It was inspired by the ADVENTURE game of Crowther and Woods, and the long tradition of fantasy and science fiction adventure.  ZORK was originally written in MDL (alias MUDDLE).  The current version was translated from MDL into Inform by Ethan Dicks <erd@infinet.com>.

    On-line information may be available using the HELP and INFO commands (most systems).

    Direct inquiries, comments, etc. by Net mail to erd@infinet.com.

    (c) Copyright 1978,1979 Massachusetts Institute of Technology. 
                     All rights reserved.

>                                                                                                                                ClearingScore: 5Moves: 344",Read small leaflet,1622.5263221263885
zork1,"
Clearing

>                                                                                                                                ClearingScore: 5Moves: 345",Go north,1630.813954591751
zork1,"
Dropped.

>                                                                                                                                ClearingScore: 5Moves: 346",Drop pile of leaves,1635.1146385669708
zork1,"
Clearing
You are in a clearing, with a forest surrounding you on the west and south.
There is a grating securely fastened into the ground.
There is a pile of leaves on the ground.

>                                                                                                                                ClearingScore: 5Moves: 347",Look around the clearing,1640.3468134403229
zork1,"
Taken.

>                                                                                                                                ClearingScore: 5Moves: 348",Take pile of leaves,1645.4501867294312
zork1,"
Clearing
You are in a clearing, with a forest surrounding you on the west and south.
There is a grating securely fastened into the ground.

>                                                                                                                                ClearingScore: 5Moves: 349",Look around the clearing,1650.7852261066437
zork1,"
Dropped.

>                                                                                                                                ClearingScore: 5Moves: 350",Drop birds nest,1656.0131976604462
zork1,"
                          WELCOME TO ZORK

    ZORK is a game of adventure, danger, and low cunning.  In it you will explore some of the most amazing territory ever seen by mortal man.  Hardened adventurers have run screaming from the terrors contained within!

    In ZORK the intrepid explorer delves into the forgotten secrets of a lost labyrinth deep in the bowels of the earth, searching for vast treasures long hidden from prying eyes, treasures guarded by fearsome monsters and diabolical traps!

    No PDP-10 should be without one!

    ZORK was created at the MIT Laboratory for Computer Science, by Tim Anderson, Marc Blank, Bruce Daniels, and Dave Lebling.  It was inspired by the ADVENTURE game of Crowther and Woods, and the long tradition of fantasy and science fiction adventure.  ZORK was originally written in MDL (alias MUDDLE).  The current version was translated from MDL into Inform by Ethan Dicks <erd@infinet.com>.

    On-line information may be available using the HELP and INFO commands (most systems).

    Direct inquiries, comments, etc. by Net mail to erd@infinet.com.

    (c) Copyright 1978,1979 Massachusetts Institute of Technology. 
                     All rights reserved.

>                                                                                                                                ClearingScore: 5Moves: 351",Read small leaflet,1662.4566388130188
zork1,"
North of House

>                                                                                                                                North of HouseScore: 5Moves: 353",Go west,1673.837361574173
zork1,"
Behind House
You are behind the white house.  In one corner of the house there is a small window which is slightly ajar.

>                                                                                                                                Behind HouseScore: 5Moves: 354",Go east,1678.465838432312
zork1,"
With great effort, you open the window far enough to allow entry.

>                                                                                                                                Behind HouseScore: 5Moves: 355",Open small window,1682.5970108509064
zork1,"
I think you've already done that.

>                                                                                                                                Behind HouseScore: 15Moves: 360",Go through window,1701.510365486145
zork1,"
South of House

>                                                                                                                                South of HouseScore: 15Moves: 362",Go south,1708.8416452407837
zork1,"
The windows are all barred.

>                                                                                                                                South of HouseScore: 15Moves: 363",Go north,1714.4033625125885
zork1,"
West of House
This is an open field west of a white house, with a boarded front door.
There is a small mailbox here.
A rubber mat saying 'Welcome to Zork!' lies by the door.

>                                                                                                                                West of HouseScore: 15Moves: 364",Go west,1719.5972583293915
zork1,"
That's already open.

>                                                                                                                                West of HouseScore: 15Moves: 365",Open mailbox,1723.4164988994598
zork1,"
Dropped.

>                                                                                                                                West of HouseScore: 15Moves: 366",Drop pile of leaves,1729.0596556663513
zork1,"
The door is locked, and there is evidently no key.

>                                                                                                                                West of HouseScore: 15Moves: 367",Go east,1734.9605724811554
zork1,"
Behind House
You are behind the white house.  In one corner of the house there is a small window which is open.

>                                                                                                                                Behind HouseScore: 15Moves: 369",Go east,1743.5737755298615
detective,"

<< Chief's office >>
You are standing in the Chief's office. He is telling you ""The Mayor was murdered yeaterday night at 12:03 am. I want you to solve it before we get any bad publicity or the FBI has to come in. ""Yessir!"" You reply. He hands you a sheet of paper. Once you have read it, go north or west.

You can see a piece of white paper here.
",Look around and examine your surroundings,5.029523134231567
detective,"
Taken.

[Your score has just gone up by ten points.]
",Take white paper,9.123893022537231
detective,"
It is a piece of white paper.
",Examine piece of white paper,13.522176027297974
detective,"
CONFIDENTIAL:
Detective was created by Matt Barringer.
He has worked hard on this so you better enjoy it.
I did have fun making it though. But I'd REALLY appreciate it if you were kind enough to send a postcard or... dare I even say it?... money... to:
Matt Barringer
325 Olive Ave
Piedmont
CA 94611
Just tell me if you like it or not.
If you want to talk to me over a BBS call the Ghostbuster Central BBS at (510)208-5657.
There is an Exile Games file area. Have fun. I WILL give hints out over the BBS to any of my games.
",Read piece of white paper,17.840318202972412
